Temperature (C) ,Pressure_kpa,Cloud Cover (%),Wind Direction (deg),Wind Speed (kmh),Time,,,,
17.72188622,1013,5,24,10,2020-12-30 09:00:00,,,,
17.72188622,1013,5,56,10,2020-12-30 10:00:00,,,,
19.72188622,1012,5,88,11,2020-12-30 11:00:00,,,,
19.72188622,1012,5,121,12,2020-12-30 12:00:00,,,,
19.72188622,1011,5,189,14,2020-12-30 13:00:00,,,,
19.72188622,1011,4,258,16,2020-12-30 14:00:00,,,,
19.72188622,1010,4,326,19,2020-12-30 15:00:00,,,,
19.72188622,1010,4,329,19,2020-12-30 16:00:00,,,,
17.72188622,1010,3,331,20,2020-12-30 17:00:00,,,,
17.72188622,1010,3,334,21,2020-12-30 18:00:00,,,,
17.72188622,1010,3,338,19,2020-12-30 19:00:00,,,,
17.72188622,1011,3,342,18,2020-12-30 20:00:00,,,,
17.72188622,1011,3,345,16,2020-12-30 21:00:00,,,,
13.72188622,1011,3,309,15,2020-12-30 22:00:00,,,,
11.72188622,1011,2,273,14,2020-12-30 23:00:00,,,,
7.721886217,1011,2,236,13,2020-12-31 00:00:00,,,,
11.72188622,1011,3,158,12,2020-12-31 01:00:00,,,,
13.72188622,1011,3,79,11,2020-12-31 02:00:00,,,,
15.72188622,1011,3,1,10,2020-12-31 03:00:00,,,,
15.72188622,1011,3,2,11,2020-12-31 04:00:00,,,,
13.72188622,1011,3,3,11,2020-12-31 05:00:00,,,,
13.72188622,1011,3,4,11,2020-12-31 06:00:00,,,,
13.72188622,1011,3,44,10,2020-12-31 07:00:00,,,,
15.72188622,1012,4,83,9,2020-12-31 08:00:00,,,,
15.72188622,1012,4,123,8,2020-12-31 09:00:00,,,,
15.72188622,1012,4,193,8,2020-12-31 10:00:00,,,,
17.72188622,1012,4,262,9,2020-12-31 11:00:00,,,,
19.72188622,1011,4,332,9,2020-12-31 12:00:00,,,,
19.72188622,1011,2,323,11,2020-12-31 13:00:00,,,,
19.72188622,1010,1,313,13,2020-12-31 14:00:00,,,,
19.72188622,1009,0,304,15,2020-12-31 15:00:00,,,,
17.72188622,1009,0,308,16,2020-12-31 16:00:00,,,,
17.72188622,1009,1,312,16,2020-12-31 17:00:00,,,,
17.72188622,1009,1,316,16,2020-12-31 18:00:00,,,,
15.72188622,1010,2,322,14,2020-12-31 19:00:00,,,,
15.72188622,1010,3,328,12,2020-12-31 20:00:00,,,,
15.72188622,1011,4,334,11,2020-12-31 21:00:00,,,,
15.72188622,1011,5,337,11,2020-12-31 22:00:00,,,,
13.72188622,1011,6,339,12,2020-12-31 23:00:00,,,,
13.72188622,1011,7,342,12,2021-01-01 00:00:00,,,,
13.72188622,1010,6,306,13,2021-01-01 01:00:00,,,,
13.72188622,1010,6,271,13,2021-01-01 02:00:00,,,,
11.72188622,1010,6,235,13,2021-01-01 03:00:00,,,,
11.72188622,1010,5,201,12,2021-01-01 04:00:00,,,,
11.72188622,1010,5,166,10,2021-01-01 05:00:00,,,,
11.72188622,1010,5,132,9,2021-01-01 06:00:00,,,,
11.72188622,1011,5,205,9,2021-01-01 07:00:00,,,,
13.72188622,1011,6,277,9,2021-01-01 08:00:00,,,,
13.72188622,1012,6,350,9,2021-01-01 09:00:00,,,,
13.72188622,1012,6,342,10,2021-01-01 10:00:00,,,,
15.72188622,1011,6,333,11,2021-01-01 11:00:00,,,,
15.72188622,1011,6,325,11,2021-01-01 12:00:00,,,,
15.72188622,1010,6,319,13,2021-01-01 13:00:00,,,,
15.72188622,1010,6,313,15,2021-01-01 14:00:00,,,,
15.72188622,1009,5,307,17,2021-01-01 15:00:00,,,,
15.72188622,1009,5,312,17,2021-01-01 16:00:00,,,,
15.72188622,1009,5,316,16,2021-01-01 17:00:00,,,,
15.72188622,1010,4,320,15,2021-01-01 18:00:00,,,,
13.72188622,1010,4,324,14,2021-01-01 19:00:00,,,,
11.72188622,1010,4,327,13,2021-01-01 20:00:00,,,,
9.721886217,1011,4,331,12,2021-01-01 21:00:00,,,,
7.721886217,1011,3,332,11,2021-01-01 22:00:00,,,,
3.721886217,1010,2,334,11,2021-01-01 23:00:00,,,,
-0.278113783,1010,1,336,10,2021-01-02 00:00:00,,,,
3.721886217,1010,2,301,11,2021-01-02 01:00:00,,,,
7.721886217,1009,2,267,12,2021-01-02 02:00:00,,,,
11.72188622,1009,3,233,13,2021-01-02 03:00:00,,,,
11.72188622,1009,3,158,12,2021-01-02 04:00:00,,,,
11.72188622,1009,3,83,12,2021-01-02 05:00:00,,,,
11.72188622,1009,3,8,11,2021-01-02 06:00:00,,,,
13.72188622,1010,3,49,10,2021-01-02 07:00:00,,,,
13.72188622,1010,3,89,9,2021-01-02 08:00:00,,,,
15.72188622,1011,2,130,7,2021-01-02 09:00:00,,,,
15.72188622,1011,3,199,7,2021-01-02 10:00:00,,,,
17.72188622,1010,3,268,8,2021-01-02 11:00:00,,,,
17.72188622,1010,3,337,8,2021-01-02 12:00:00,,,,
17.72188622,1009,3,326,10,2021-01-02 13:00:00,,,,
17.72188622,1008,3,315,12,2021-01-02 14:00:00,,,,
17.72188622,1008,4,304,15,2021-01-02 15:00:00,,,,
15.72188622,1008,4,308,15,2021-01-02 16:00:00,,,,
15.72188622,1008,4,312,15,2021-01-02 17:00:00,,,,
13.72188622,1008,4,316,15,2021-01-02 18:00:00,,,,
11.72188622,1009,4,323,14,2021-01-02 19:00:00,,,,
7.721886217,1009,4,330,12,2021-01-02 20:00:00,,,,
5.721886217,1010,4,337,10,2021-01-02 21:00:00,,,,
5.721886217,1010,6,338,10,2021-01-02 22:00:00,,,,
5.721886217,1010,7,340,9,2021-01-02 23:00:00,,,,
5.721886217,1010,9,342,9,2021-01-03 00:00:00,,,,
7.721886217,1009,9,344,9,2021-01-03 01:00:00,,,,
9.721886217,1009,9,345,10,2021-01-03 02:00:00,,,,
11.72188622,1009,9,347,10,2021-01-03 03:00:00,,,,
11.72188622,1009,9,312,10,2021-01-03 04:00:00,,,,
11.72188622,1009,9,276,9,2021-01-03 05:00:00,,,,
11.72188622,1009,9,241,9,2021-01-03 06:00:00,,,,
11.72188622,1010,10,199,8,2021-01-03 07:00:00,,,,
13.72188622,1010,10,157,7,2021-01-03 08:00:00,,,,
13.72188622,1011,11,115,6,2021-01-03 09:00:00,,,,
13.72188622,1011,12,180,7,2021-01-03 10:00:00,,,,
15.72188622,1010,13,245,7,2021-01-03 11:00:00,,,,
15.72188622,1010,15,310,8,2021-01-03 12:00:00,,,,
15.72188622,1010,15,301,10,2021-01-03 13:00:00,,,,
15.72188622,1009,15,292,12,2021-01-03 14:00:00,,,,
15.72188622,1009,16,284,13,2021-01-03 15:00:00,,,,
15.72188622,1009,15,287,13,2021-01-03 16:00:00,,,,
15.72188622,1009,14,290,12,2021-01-03 17:00:00,,,,
13.72188622,1009,13,294,11,2021-01-03 18:00:00,,,,
11.72188622,1010,12,296,10,2021-01-03 19:00:00,,,,
9.721886217,1011,11,299,9,2021-01-03 20:00:00,,,,
9.721886217,1011,10,301,7,2021-01-03 21:00:00,,,,
7.721886217,1011,8,297,6,2021-01-03 22:00:00,,,,
5.721886217,1011,6,293,6,2021-01-03 23:00:00,,,,
3.721886217,1011,4,289,5,2021-01-04 00:00:00,,,,
7.721886217,1011,4,300,6,2021-01-04 01:00:00,,,,
9.721886217,1010,5,310,6,2021-01-04 02:00:00,,,,
13.72188622,1010,6,320,7,2021-01-04 03:00:00,,,,
13.72188622,1010,6,291,8,2021-01-04 04:00:00,,,,
11.72188622,1011,7,261,9,2021-01-04 05:00:00,,,,
11.72188622,1011,8,231,11,2021-01-04 06:00:00,,,,
11.72188622,1012,9,193,10,2021-01-04 07:00:00,,,,
11.72188622,1012,10,154,10,2021-01-04 08:00:00,,,,
11.72188622,1013,11,116,10,2021-01-04 09:00:00,,,,
13.72188622,1013,12,187,10,2021-01-04 10:00:00,,,,
13.72188622,1012,12,258,10,2021-01-04 11:00:00,,,,
15.72188622,1012,13,329,11,2021-01-04 12:00:00,,,,
15.72188622,1012,13,321,13,2021-01-04 13:00:00,,,,
15.72188622,1011,13,313,15,2021-01-04 14:00:00,,,,
15.72188622,1010,13,306,17,2021-01-04 15:00:00,,,,
13.72188622,1010,12,311,17,2021-01-04 16:00:00,,,,
13.72188622,1011,11,316,17,2021-01-04 17:00:00,,,,
13.72188622,1011,11,321,16,2021-01-04 18:00:00,,,,
11.72188622,1011,10,327,15,2021-01-04 19:00:00,,,,
9.721886217,1011,8,332,13,2021-01-04 20:00:00,,,,
7.721886217,1012,7,338,12,2021-01-04 21:00:00,,,,
7.721886217,1012,8,264,11,2021-01-04 22:00:00,,,,
7.721886217,1011,9,191,9,2021-01-04 23:00:00,,,,
9.721886217,1011,9,118,8,2021-01-05 00:00:00,,,,
11.72188622,1011,10,194,8,2021-01-05 01:00:00,,,,
11.72188622,1010,11,269,9,2021-01-05 02:00:00,,,,
13.72188622,1010,12,345,9,2021-01-05 03:00:00,,,,
13.72188622,1010,12,308,11,2021-01-05 04:00:00,,,,
13.72188622,1011,13,271,12,2021-01-05 05:00:00,,,,
11.72188622,1011,13,233,14,2021-01-05 06:00:00,,,,
13.72188622,1012,12,157,13,2021-01-05 07:00:00,,,,
13.72188622,1012,11,81,12,2021-01-05 08:00:00,,,,
13.72188622,1013,10,4,10,2021-01-05 09:00:00,,,,
15.72188622,1013,10,38,10,2021-01-05 10:00:00,,,,
17.72188622,1012,9,72,9,2021-01-05 11:00:00,,,,
17.72188622,1012,8,106,8,2021-01-05 12:00:00,,,,
17.72188622,1011,8,175,11,2021-01-05 13:00:00,,,,
17.72188622,1011,8,245,14,2021-01-05 14:00:00,,,,
17.72188622,1010,8,314,17,2021-01-05 15:00:00,,,,
15.72188622,1010,6,319,17,2021-01-05 16:00:00,,,,
15.72188622,1010,5,323,18,2021-01-05 17:00:00,,,,
15.72188622,1010,4,327,18,2021-01-05 18:00:00,,,,
11.72188622,1011,4,295,16,2021-01-05 19:00:00,,,,
9.721886217,1011,4,263,15,2021-01-05 20:00:00,,,,
7.721886217,1012,4,231,13,2021-01-05 21:00:00,,,,
7.721886217,1012,4,196,12,2021-01-05 22:00:00,,,,
5.721886217,1012,5,161,12,2021-01-05 23:00:00,,,,
3.721886217,1012,5,127,11,2021-01-06 00:00:00,,,,
7.721886217,1012,5,163,12,2021-01-06 01:00:00,,,,
9.721886217,1012,6,199,12,2021-01-06 02:00:00,,,,
13.72188622,1011,6,235,13,2021-01-06 03:00:00,,,,
13.72188622,1012,5,157,14,2021-01-06 04:00:00,,,,
11.72188622,1012,5,80,14,2021-01-06 05:00:00,,,,
11.72188622,1012,4,2,15,2021-01-06 06:00:00,,,,
13.72188622,1013,4,43,14,2021-01-06 07:00:00,,,,
13.72188622,1013,3,83,13,2021-01-06 08:00:00,,,,
13.72188622,1014,3,124,12,2021-01-06 09:00:00,,,,
15.72188622,1013,3,197,12,2021-01-06 10:00:00,,,,
17.72188622,1013,2,271,12,2021-01-06 11:00:00,,,,
19.72188622,1013,2,345,12,2021-01-06 12:00:00,,,,
17.72188622,1012,1,338,14,2021-01-06 13:00:00,,,,
17.72188622,1012,1,330,17,2021-01-06 14:00:00,,,,
17.72188622,1011,0,322,19,2021-01-06 15:00:00,,,,
17.72188622,1011,0,325,19,2021-01-06 16:00:00,,,,
15.72188622,1011,0,327,19,2021-01-06 17:00:00,,,,
15.72188622,1012,0,329,19,2021-01-06 18:00:00,,,,
11.72188622,1012,0,334,17,2021-01-06 19:00:00,,,,
9.721886217,1013,0,338,15,2021-01-06 20:00:00,,,,
7.721886217,1013,0,343,13,2021-01-06 21:00:00,,,,
5.721886217,1013,0,345,12,2021-01-06 22:00:00,,,,
5.721886217,1013,0,348,12,2021-01-06 23:00:00,,,,
3.721886217,1013,0,350,11,2021-01-07 00:00:00,,,,
7.721886217,1013,0,351,12,2021-01-07 01:00:00,,,,
9.721886217,1013,0,352,13,2021-01-07 02:00:00,,,,
13.72188622,1012,0,352,14,2021-01-07 03:00:00,,,,
13.72188622,1012,0,317,14,2021-01-07 04:00:00,,,,
11.72188622,1013,0,281,14,2021-01-07 05:00:00,,,,
11.72188622,1013,0,245,14,2021-01-07 06:00:00,,,,
11.72188622,1013,0,168,13,2021-01-07 07:00:00,,,,
13.72188622,1014,0,91,12,2021-01-07 08:00:00,,,,
13.72188622,1014,0,14,11,2021-01-07 09:00:00,,,,
15.72188622,1014,0,46,11,2021-01-07 10:00:00,,,,
17.72188622,1014,0,78,11,2021-01-07 11:00:00,,,,
17.72188622,1014,0,110,12,2021-01-07 12:00:00,,,,
17.72188622,1013,0,179,14,2021-01-07 13:00:00,,,,
17.72188622,1012,0,248,16,2021-01-07 14:00:00,,,,
17.72188622,1011,0,317,18,2021-01-07 15:00:00,,,,
15.72188622,1012,0,322,18,2021-01-07 16:00:00,,,,
13.72188622,1012,0,326,19,2021-01-07 17:00:00,,,,
13.72188622,1012,0,330,19,2021-01-07 18:00:00,,,,
11.72188622,1012,0,297,18,2021-01-07 19:00:00,,,,
9.721886217,1013,0,263,17,2021-01-07 20:00:00,,,,
7.721886217,1013,0,229,15,2021-01-07 21:00:00,,,,
5.721886217,1013,0,194,14,2021-01-07 22:00:00,,,,
3.721886217,1013,0,158,13,2021-01-07 23:00:00,,,,
1.721886217,1013,0,123,12,2021-01-08 00:00:00,,,,
5.721886217,1012,0,162,12,2021-01-08 01:00:00,,,,
9.721886217,1012,0,202,12,2021-01-08 02:00:00,,,,
13.72188622,1012,0,241,12,2021-01-08 03:00:00,,,,
11.72188622,1012,0,166,12,2021-01-08 04:00:00,,,,
11.72188622,1012,0,91,11,2021-01-08 05:00:00,,,,
11.72188622,1012,0,16,11,2021-01-08 06:00:00,,,,
11.72188622,1013,0,19,10,2021-01-08 07:00:00,,,,
13.72188622,1013,0,22,9,2021-01-08 08:00:00,,,,
13.72188622,1013,0,25,8,2021-01-08 09:00:00,,,,
15.72188622,1013,0,55,8,2021-01-08 10:00:00,,,,
17.72188622,1013,0,85,8,2021-01-08 11:00:00,,,,
19.72188622,1012,0,114,8,2021-01-08 12:00:00,,,,
19.72188622,1011,0,179,11,2021-01-08 13:00:00,,,,
19.72188622,1011,0,243,13,2021-01-08 14:00:00,,,,
19.72188622,1010,0,307,15,2021-01-08 15:00:00,,,,
17.72188622,1010,0,312,16,2021-01-08 16:00:00,,,,
15.72188622,1010,0,317,16,2021-01-08 17:00:00,,,,
13.72188622,1010,0,321,17,2021-01-08 18:00:00,,,,
11.72188622,1010,0,328,15,2021-01-08 19:00:00,,,,
9.721886217,1011,0,336,13,2021-01-08 20:00:00,,,,
7.721886217,1011,0,343,11,2021-01-08 21:00:00,,,,
7.721886217,1011,0,345,11,2021-01-08 22:00:00,,,,
7.721886217,1011,0,348,10,2021-01-08 23:00:00,,,,
9.721886217,1011,0,351,10,2021-01-09 00:00:00,,,,
11.72188622,1011,0,349,11,2021-01-09 01:00:00,,,,
13.72188622,1011,0,348,11,2021-01-09 02:00:00,,,,
15.72188622,1011,0,347,12,2021-01-09 03:00:00,,,,
15.72188622,1011,0,309,12,2021-01-09 04:00:00,,,,
13.72188622,1011,0,272,13,2021-01-09 05:00:00,,,,
13.72188622,1011,0,234,13,2021-01-09 06:00:00,,,,
13.72188622,1012,0,197,12,2021-01-09 07:00:00,,,,
13.72188622,1012,0,160,12,2021-01-09 08:00:00,,,,
15.72188622,1013,0,123,11,2021-01-09 09:00:00,,,,
15.72188622,1013,0,193,11,2021-01-09 10:00:00,,,,
17.72188622,1013,0,263,11,2021-01-09 11:00:00,,,,
19.72188622,1012,0,333,11,2021-01-09 12:00:00,,,,
17.72188622,1012,0,324,13,2021-01-09 13:00:00,,,,
17.72188622,1011,0,314,14,2021-01-09 14:00:00,,,,
17.72188622,1010,0,304,16,2021-01-09 15:00:00,,,,
17.72188622,1010,0,308,16,2021-01-09 16:00:00,,,,
17.72188622,1010,0,312,17,2021-01-09 17:00:00,,,,
15.72188622,1010,0,315,17,2021-01-09 18:00:00,,,,
15.72188622,1011,0,319,16,2021-01-09 19:00:00,,,,
15.72188622,1011,0,323,16,2021-01-09 20:00:00,,,,
15.72188622,1012,0,327,15,2021-01-09 21:00:00,,,,
13.72188622,1012,0,333,14,2021-01-09 22:00:00,,,,
11.72188622,1012,1,340,13,2021-01-09 23:00:00,,,,
9.721886217,1012,1,347,12,2021-01-10 00:00:00,,,,
11.72188622,1012,1,350,12,2021-01-10 01:00:00,,,,
13.72188622,1011,0,353,11,2021-01-10 02:00:00,,,,
13.72188622,1011,0,357,11,2021-01-10 03:00:00,,,,
13.72188622,1011,0,319,11,2021-01-10 04:00:00,,,,
13.72188622,1012,0,282,12,2021-01-10 05:00:00,,,,
11.72188622,1012,0,245,12,2021-01-10 06:00:00,,,,
13.72188622,1012,0,205,11,2021-01-10 07:00:00,,,,
13.72188622,1013,0,166,9,2021-01-10 08:00:00,,,,
15.72188622,1014,0,126,8,2021-01-10 09:00:00,,,,
15.72188622,1013,0,193,8,2021-01-10 10:00:00,,,,
17.72188622,1013,0,260,9,2021-01-10 11:00:00,,,,
17.72188622,1013,0,327,9,2021-01-10 12:00:00,,,,
17.72188622,1012,0,321,12,2021-01-10 13:00:00,,,,
17.72188622,1012,0,314,14,2021-01-10 14:00:00,,,,
15.72188622,1011,0,308,17,2021-01-10 15:00:00,,,,
15.72188622,1012,0,313,17,2021-01-10 16:00:00,,,,
13.72188622,1012,0,318,16,2021-01-10 17:00:00,,,,
13.72188622,1012,0,324,16,2021-01-10 18:00:00,,,,
11.72188622,1012,0,330,15,2021-01-10 19:00:00,,,,
9.721886217,1013,0,336,13,2021-01-10 20:00:00,,,,
5.721886217,1013,0,342,12,2021-01-10 21:00:00,,,,
5.721886217,1013,0,346,12,2021-01-10 22:00:00,,,,
5.721886217,1013,0,350,11,2021-01-10 23:00:00,,,,
5.721886217,1013,0,354,11,2021-01-11 00:00:00,,,,
7.721886217,1013,0,317,11,2021-01-11 01:00:00,,,,
11.72188622,1013,0,280,11,2021-01-11 02:00:00,,,,
15.72188622,1012,0,242,12,2021-01-11 03:00:00,,,,
13.72188622,1012,0,165,11,2021-01-11 04:00:00,,,,
13.72188622,1013,0,89,11,2021-01-11 05:00:00,,,,
13.72188622,1013,0,12,11,2021-01-11 06:00:00,,,,
13.72188622,1013,0,11,10,2021-01-11 07:00:00,,,,
13.72188622,1014,0,11,9,2021-01-11 08:00:00,,,,
15.72188622,1015,0,11,9,2021-01-11 09:00:00,,,,
15.72188622,1014,0,42,9,2021-01-11 10:00:00,,,,
17.72188622,1014,0,73,9,2021-01-11 11:00:00,,,,
19.72188622,1014,0,105,10,2021-01-11 12:00:00,,,,
17.72188622,1013,0,174,13,2021-01-11 13:00:00,,,,
17.72188622,1013,0,244,16,2021-01-11 14:00:00,,,,
17.72188622,1012,0,314,19,2021-01-11 15:00:00,,,,
15.72188622,1012,0,317,18,2021-01-11 16:00:00,,,,
15.72188622,1012,0,321,18,2021-01-11 17:00:00,,,,
13.72188622,1012,0,325,18,2021-01-11 18:00:00,,,,
11.72188622,1013,0,331,17,2021-01-11 19:00:00,,,,
9.721886217,1013,0,336,16,2021-01-11 20:00:00,,,,
7.721886217,1013,0,342,14,2021-01-11 21:00:00,,,,
5.721886217,1013,0,230,14,2021-01-11 22:00:00,,,,
3.721886217,1013,0,118,13,2021-01-11 23:00:00,,,,
1.721886217,1013,0,5,12,2021-01-12 00:00:00,,,,
5.721886217,1013,0,6,12,2021-01-12 01:00:00,,,,
9.721886217,1013,0,6,12,2021-01-12 02:00:00,,,,
13.72188622,1012,0,7,13,2021-01-12 03:00:00,,,,
13.72188622,1012,0,7,13,2021-01-12 04:00:00,,,,
11.72188622,1012,0,7,13,2021-01-12 05:00:00,,,,
11.72188622,1013,0,8,13,2021-01-12 06:00:00,,,,
11.72188622,1013,0,48,12,2021-01-12 07:00:00,,,,
11.72188622,1013,0,89,12,2021-01-12 08:00:00,,,,
13.72188622,1014,0,130,11,2021-01-12 09:00:00,,,,
13.72188622,1014,0,201,11,2021-01-12 10:00:00,,,,
15.72188622,1013,0,272,11,2021-01-12 11:00:00,,,,
17.72188622,1013,0,344,12,2021-01-12 12:00:00,,,,
15.72188622,1012,0,335,14,2021-01-12 13:00:00,,,,
15.72188622,1012,0,327,17,2021-01-12 14:00:00,,,,
13.72188622,1011,0,319,20,2021-01-12 15:00:00,,,,
13.72188622,1011,0,323,20,2021-01-12 16:00:00,,,,
11.72188622,1011,0,327,20,2021-01-12 17:00:00,,,,
11.72188622,1011,0,330,20,2021-01-12 18:00:00,,,,
7.721886217,1012,0,335,19,2021-01-12 19:00:00,,,,
5.721886217,1012,0,340,17,2021-01-12 20:00:00,,,,
3.721886217,1013,0,345,15,2021-01-12 21:00:00,,,,
1.721886217,1013,0,231,15,2021-01-12 22:00:00,,,,
1.721886217,1013,0,116,14,2021-01-12 23:00:00,,,,
1.721886217,1013,0,1,13,2021-01-13 00:00:00,,,,
5.721886217,1012,0,2,13,2021-01-13 01:00:00,,,,
7.721886217,1012,0,3,14,2021-01-13 02:00:00,,,,
11.72188622,1011,0,4,14,2021-01-13 03:00:00,,,,
9.721886217,1012,0,6,14,2021-01-13 04:00:00,,,,
9.721886217,1012,0,8,14,2021-01-13 05:00:00,,,,
7.721886217,1012,0,10,14,2021-01-13 06:00:00,,,,
9.721886217,1013,0,50,13,2021-01-13 07:00:00,,,,
9.721886217,1013,0,89,12,2021-01-13 08:00:00,,,,
11.72188622,1014,0,128,12,2021-01-13 09:00:00,,,,
11.72188622,1013,0,199,12,2021-01-13 10:00:00,,,,
13.72188622,1013,0,270,12,2021-01-13 11:00:00,,,,
15.72188622,1013,0,341,13,2021-01-13 12:00:00,,,,
15.72188622,1012,0,332,15,2021-01-13 13:00:00,,,,
13.72188622,1011,0,324,17,2021-01-13 14:00:00,,,,
13.72188622,1011,0,315,19,2021-01-13 15:00:00,,,,
13.72188622,1011,0,318,19,2021-01-13 16:00:00,,,,
11.72188622,1011,0,322,19,2021-01-13 17:00:00,,,,
11.72188622,1011,0,325,18,2021-01-13 18:00:00,,,,
9.721886217,1012,0,331,17,2021-01-13 19:00:00,,,,
7.721886217,1012,0,337,16,2021-01-13 20:00:00,,,,
5.721886217,1013,0,343,15,2021-01-13 21:00:00,,,,
5.721886217,1013,0,270,14,2021-01-13 22:00:00,,,,
5.721886217,1013,0,196,14,2021-01-13 23:00:00,,,,
5.721886217,1013,0,123,13,2021-01-14 00:00:00,,,,
7.721886217,1012,0,200,13,2021-01-14 01:00:00,,,,
9.721886217,1012,0,278,13,2021-01-14 02:00:00,,,,
11.72188622,1012,0,356,13,2021-01-14 03:00:00,,,,
11.72188622,1012,0,318,13,2021-01-14 04:00:00,,,,
9.721886217,1012,0,281,13,2021-01-14 05:00:00,,,,
9.721886217,1012,0,244,13,2021-01-14 06:00:00,,,,
9.721886217,1013,0,205,13,2021-01-14 07:00:00,,,,
9.721886217,1014,0,166,13,2021-01-14 08:00:00,,,,
11.72188622,1014,0,128,12,2021-01-14 09:00:00,,,,
11.72188622,1014,0,197,14,2021-01-14 10:00:00,,,,
11.72188622,1014,0,266,15,2021-01-14 11:00:00,,,,
13.72188622,1014,0,335,17,2021-01-14 12:00:00,,,,
13.72188622,1013,0,331,19,2021-01-14 13:00:00,,,,
11.72188622,1012,0,328,21,2021-01-14 14:00:00,,,,
11.72188622,1012,0,324,23,2021-01-14 15:00:00,,,,
11.72188622,1012,0,326,22,2021-01-14 16:00:00,,,,
11.72188622,1012,0,328,22,2021-01-14 17:00:00,,,,
11.72188622,1012,0,330,21,2021-01-14 18:00:00,,,,
11.72188622,1013,0,297,20,2021-01-14 19:00:00,,,,
9.721886217,1013,0,264,18,2021-01-14 20:00:00,,,,
7.721886217,1014,0,231,17,2021-01-14 21:00:00,,,,
7.721886217,1014,0,157,16,2021-01-14 22:00:00,,,,
5.721886217,1013,0,84,15,2021-01-14 23:00:00,,,,
5.721886217,1013,0,10,14,2021-01-15 00:00:00,,,,
5.721886217,1013,0,9,14,2021-01-15 01:00:00,,,,
7.721886217,1013,0,8,14,2021-01-15 02:00:00,,,,
9.721886217,1012,0,8,15,2021-01-15 03:00:00,,,,
9.721886217,1013,0,12,14,2021-01-15 04:00:00,,,,
9.721886217,1013,0,17,14,2021-01-15 05:00:00,,,,
7.721886217,1013,0,22,13,2021-01-15 06:00:00,,,,
9.721886217,1014,0,24,11,2021-01-15 07:00:00,,,,
11.72188622,1014,0,25,10,2021-01-15 08:00:00,,,,
11.72188622,1015,0,27,8,2021-01-15 09:00:00,,,,
13.72188622,1014,0,55,8,2021-01-15 10:00:00,,,,
15.72188622,1014,0,84,8,2021-01-15 11:00:00,,,,
17.72188622,1014,0,112,8,2021-01-15 12:00:00,,,,
17.72188622,1013,1,175,11,2021-01-15 13:00:00,,,,
17.72188622,1013,1,238,13,2021-01-15 14:00:00,,,,
17.72188622,1012,1,301,15,2021-01-15 15:00:00,,,,
17.72188622,1012,1,307,15,2021-01-15 16:00:00,,,,
17.72188622,1012,0,313,15,2021-01-15 17:00:00,,,,
17.72188622,1012,0,318,15,2021-01-15 18:00:00,,,,
15.72188622,1013,0,290,14,2021-01-15 19:00:00,,,,
13.72188622,1013,0,262,13,2021-01-15 20:00:00,,,,
11.72188622,1014,0,233,12,2021-01-15 21:00:00,,,,
9.721886217,1014,1,160,11,2021-01-15 22:00:00,,,,
7.721886217,1014,2,87,11,2021-01-15 23:00:00,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
